Index	AvgScore	Score	NormalizedClaim	Text
402	0.2925	0.3206	South Africa’s VIP protection budget boosted by 1.7 billion rands	The South African government has approved a R3.4 billion budget cut for general crime fighting, while increasing VIP protection funding by R1.7 billion.
403	0.1145	0.4651	South Africa’s power utility Eskom loan with Exim Bank of China	The user is satirically questioning China's potential takeover of Eskom, a South African power company, due to an unpaid loan, while Exim Bank of China clarifies the loan terms.
404	0.2920	0.1852	the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks	According to a 2005 study published in the Virology Journal, Dr. Fauci's National Institutes of Health found that chloroquine and its derivative hydroxychloroquine (HCQ) can inhibit SARS coronavirus infection and spread, suggesting both prophylactic and therapeutic advantages, which means HCQ can potentially treat and prevent coronavirus cases.
405	0.2921	0.3049	Image shows police fleeing attack on headquarters in southeast Nigeria	Unknown gunmen opened fire on a divisional police headquarters in Imo, resulting in multiple feared deaths, prompting a call for certain ethnic groups to resign from the armed forces.
406	0.2925	0.4714	Petri dish shows bacteria from a mask after being worn for 20 minutes	Bacteria grows on the inside of a mask after 20 minutes of use, as evident from a petri dish culture of a swab taken from the mask.
407	0.2921	0.1299	Photos show Rihanna holding her newborn baby	Rihanna has a child, a girl, as evidenced by a photo.
408	0.2927	0.5096	Photo of a giant Japanese emperor moth	The Japanese Giant Emperor moth is a notable species.
409	0.2923	0.1592	Trump lost as many jobs as Biden gained during his first five months	The claim is: Under the Biden administration, 3 million jobs were gained, whereas under the Trump administration, 3 million jobs were lost, according to the Federal Reserve Economic Data and Bureau of Labor Statistics.
410	0.2920	0.1553	People vaccinated against Covid-19 pose a health risk to others by “shedding” spike proteins	A nurse warns people to stay away from vaccinated individuals and provides additional information at www.truthunmasked.org/p/stay-away.html.
411	0.2921	0.3543	Myanmar used Dominion Voting Systems in fraudulent election	McKayla J claims that Myanmar used Dominion voting machines and questions whether Dominion will sue the Burmese military for defamation or investigate the allegations of election fraud that occurred on November 4th.
412	0.2921	0.2698	Recent photo of two Ukrainian kids sending off soldiers	Two young Ukrainian children, a boy and a girl, hold hands and bid farewell to soldiers departing to fight against Russians, with the boy saluting and the girl carrying a stuffed animal.
413	0.2924	0.4262	Anthony Fauci’s wife is head of FDA and approved Covid-19 vaccines	Christine Grady, the wife of Anthony Fauci, is the FDA acting head who approved the Pfizer vaccine.
414	0.2922	0.1858	A photo from Ukraine shows several cars have been flipped over by the explosion of a Russian bomb, yet the building behind them looks completely undamaged, which is inconsistent with an explosion.	I want to purchase high-quality, explosion-resistant windows from Ukraine that withstood a blast which overturned nearby cars, along with matching render for my house.
415	0.2924	0.3776	Impeaching President Donald Trump means he "loses his 200K+ pension," "his 1 million dollar/year travel allowance," his "lifetime full secret service detail" and "his ability to run in 2024."	Impeaching him would result in the loss of his $200,000+ pension, $1 million/year travel allowance, and lifetime full secret service detail.
416	0.2926	0.4031	A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.	Impeaching him would result in the loss of his $200,000+ pension, $1 million/year travel allowance, and lifetime full secret service detail.
417	0.2931	0.4746	CDC said cigarette smoking doesn't cause cancer in 1958	The CDC has made previous statements that were later proven incorrect, such as claiming in 1958 that cigarette smoking does not cause cancer and in 2012 that vaccines do not cause autism, highlighting the importance of reevaluating information over time.
418	0.1163	0.3270	Ministers of Sri Lanka government discussing with IMF delegates!!(PHOTO)	The government ministers of Sri Lanka are portrayed as incompetent and unprepared, symbolizing the country's bankruptcy and poor leadership.
419	0.2928	0.2602	The WHO, CDC and New England Journal of Medicine warn against face masks over “severe health issues”	The Victorian Government should be sued for allegedly attempting to harm its population through its COVID-19 policies, which some medical officials and organizations claim can lead to severe health issues, such as those caused by wearing masks.
420	0.2925	0.1724	Children face risks from wearing masks	The use of masks for children poses significant health risks, including inhaling CO², suffocation, and ingesting bacteria or parasites, which outweigh any potential benefits in preventing Covid-19 transmission.
421	0.2926	0.3194	Image shows mismatch between Neil Armstrong’s spacesuit and boot print left on the Moon, therefore Moon landing was a hoax	The astronaut suit of Neil Armstrong, preserved in a museum, appears to be inconsistent with his footprints on the moon, raising questions about the authenticity of the moon landing.
422	0.2925	0.2406	Marine painted house in patriotic colors after neighbors said he could not fly American flag year round	A Marine responded to his neighbors' objection to flying the American flag in his yard by painting his house with the flag's design, effectively giving a bold and patriotic statement.
423	0.1837	0.3394	Kashmir separatist leader Yasin Malik dies in Indian jail	Yaseen Malik, a Pakistani militant, has died in jail.
424	0.2917	0.0980	This is genuine COVID-19 prevention advice	To prevent coronavirus, it is recommended to drink hot liquids, gargle with salt or antiseptic, strengthen your immune system with Vitamin C, avoid touching potentially contaminated surfaces, and refrain from consuming cold foods and drinks to reduce the risk of respiratory failure.
425	0.2920	0.4100	Police arrest face mask vendor not wearing one	A face mask seller was arrested by policemen for not wearing a face mask, despite the officers themselves not wearing face masks, highlighting the inconsistency in enforcement in Nigeria.
426	0.2921	0.3441	Cornell University professor Rob Oswald said university labs are suing CDC saying Covid-19 does not exist	Here is the standardized claim in one sentence: 
A group of university labs, including Stanford and Cornell, claim that COVID-19 is fictitious and not a virus, and are suing the CDC for fraud after their tests on 1500 samples found no evidence of COVID-19, but rather influenza A and B.
427	0.2925	0.4711	Video shows ballots dumped in bushes	Bags of recovered ballots were found thrashed and dumped in the bush.
428	0.2930	0.5111	Justin Trudeau takes $2 billion from Canadian retirement fund and gives it to Mumbai	The Canadian government, led by Justin Trudeau, invested $2 billion from the Canada Pension Plan funds in Indian "stressed assets".
429	0.2936	0.5294	People of the Hunza Valley live cancer-free because they consume apricot seeds which kill cancer cells	The people of Hunza Valley allegedly have a low cancer rate due to their consumption of apricot seeds, which contain Vitamin B17, a nutrient believed to kill cancer cells and strengthen the immune system.
430	0.2933	0.1894	Video shows Indian police beating man to death for violating COVID-19 lockdown	A poor man in India was killed by a policeman for allegedly violating the country's lockdown by venturing out to find food.
431	0.1847	0.3704	Anti-Sharia signboard put up by the Indian Army on the India-Pakistan border.	A sign at the India-Pakistan border reads "Sharia-Free Zone" and "Set your watches forward 1,400 years".
432	0.2932	0.4208	Fire-emitting bird causes forest fires in Australia	The bird is allegedly responsible for starting fires in the forests.
